movieId,imdbId,release_date,title,main_director,soup
46530,348150,2006-06-28,Superman Returns,Bryan Singer,savingtheworld dccomic invulner sequel superhero basedoncom kryptonit superpow superhumanstrength lexluthor brandonrouth kevinspacey katebosworth bryansinger bryansinger bryansinger
167640,4731136,2017-02-15,A Cure for Wellness,Gore Verbinski,switzerland therapist health dark well employe patient violenc drug remot swissalp treatment cure accid wellnesscent institut incertitud danedehaan jasonisaacs miagoth goreverbinski goreverbinski goreverbinski
48,114148,1995-06-14,Pocahontas,Mike Gabriel,cultureclash settler forbiddenlov coloni music goldrush princess romanc nativeamerican anim virginia starcrossedlov referencetopizarro jamestownvirginia pugdog crossculturalrelationship musket animatetre indianchief basedonmythsorfolklor 17thcenturi shaman song indiansvs.settl animalsidekick powhatan landclaim irenebedard melgibson davidogdenstiers mikegabriel mikegabriel mikegabriel
95720,1298649,2012-07-26,The Watch,Akiva Schaffer,usa steril castrat marriag friendship alien suburb alieninvas death teenagedaught neighborhoodwatch creepyneighbor benstiller vincevaughn jonahhill akivaschaffer akivaschaffer akivaschaffer
120132,1823664,2014-12-19,Annie,Will Gluck,music orphan fosterchild quvenzhanéwallis jamiefoxx rosebyrne willgluck willgluck willgluck
99087,1540128,2012-11-29,Playing for Keeps,Gabriele Muccino,mother fathersonrelationship field athlet soccer parent penaltykick gerardbutler jessicabiel umathurman gabrielemuccino gabrielemuccino gabrielemuccino
95543,1667889,2012-06-26,Ice Age: Continental Drift,Steve Martino,bluefootedboobi prehistorictim meltingic badger elephants floatingic landbridg era glacial deriva johnleguizamo rayromano chriswedge stevemartino stevemartino stevemartino
2712,120663,1999-07-14,Eyes Wide Shut,Stanley Kubrick,lifeanddeath sexualobsess freelov heterosexu christmasparti erotic orgi maskedbal marijuana illegalprostitut tomcruise nicolekidman madisoneginton stanleykubrick stanleykubrick stanleykubrick
4799,57193,1963-11-07,"It's a Mad, Mad, Mad, Mad World",Stanley Kramer,competit prison california chase airplan humor nationalpark treasurehunt slapstick money carchas desert race cash funni spencertracy miltonberle sidcaesar stanleykramer stanleykramer stanleykramer
98829,108624,1993-12-18,Kung Fu Cult Master,Wong Jing,martialart powertakeov battleforpow hostil reveng familyfeud jetli sammohung francisng wongjing wongjing wongjing
134368,3079380,2015-05-06,Spy,Paul Feig,spi cia undercov armsdeal disast femalespi aftercreditssting duringcreditssting melissamccarthy judelaw rosebyrne paulfeig paulfeig paulfeig
33004,371724,2005-01-15,The Hitchhiker's Guide to the Galaxy,Garth Jennings,bureaucraci android basedonnovel chase spacetravel galaxi alien stopmot surviv hitchhik robot alieninvas hyperspac meaningoflif destructionofearth intergalactictravel islingtonengland martinfreeman zooeydeschanel samrockwell garthjennings garthjennings garthjennings
169758,4943322,2017-03-10,The Ottoman Lieutenant,Joseph Ruben,nurs worldwari lieuten ottomanempir michielhuisman herahilmar joshhartnett josephruben josephruben josephruben
733,117500,1996-06-06,The Rock,Michael Bay,sanfrancisco fbi gasattack alcatraz hostagesitu fbiag seanconnery nicolascage edharris michaelbay michaelbay michaelbay
4370,212720,2001-06-29,A.I. Artificial Intelligence,Steven Spielberg,artificialintellig propheci prostitut android lossofmoth extraterrestrialtechnolog iceag adopt fairytal pinocchio prosecut gigolo hologram dystopia alien destini captur doppelgang haleyjoelosment franceso'connor samrobards stevenspielberg stevenspielberg stevenspielberg
95583,1615065,2012-07-06,Savages,Oliver Stone,widow americanabroad eyegoug deaag shotintheshould guninmouth filmedkil southerncalifornia improvisedexplosivedevic surrogatedaught shotinthethroat lagunabeachcalifornia enforc gardner skullmask dea blakelively taylorkitsch aarontaylor-johnson oliverstone oliverstone oliverstone
59016,421073,2008-04-10,Street Kings,David Ayer,polic losangel keanureeves forestwhitaker chrisevans davidayer davidayer davidayer
3730,71360,1974-04-07,The Conversation,Francis Ford Coppola,sanfrancisco paranoia audiotap wiretap shadow genehackman johncazale fredericforrest francisfordcoppola francisfordcoppola francisfordcoppola
3550,85701,1983-04-29,The Hunger,Tony Scott,vampir immort age femalehomosexu eternalyouth catherinedeneuve davidbowie susansarandon tonyscott tonyscott tonyscott
1917,120591,1998-07-01,Armageddon,Michael Bay,savingtheworld pari moon cataclysm asteroid selfsacrific nasa spacemarin lossoffath daughter space wed astronaut eiffeltowerpari duringcreditssting disastermovi spacecentr brucewillis billybobthornton benaffleck michaelbay michaelbay michaelbay
3863,209958,2000-08-17,The Cell,Tarsem Singh,drown therapist virtualr serialkil psychopathi fbiag jenniferlopez vincentd'onofrio vincevaughn tarsemsingh tarsemsingh tarsemsingh
3671,71230,1974-02-07,Blazing Saddles,Mel Brooks,gun saloon governor marchingband comedi western spoof interruptedhang railroad cowboy westerntown westernspoof ceremoni frontiertown lookingatthecamera saloongirl movierealitycrossov nietzsch coot self-referenti femalesing anarchiccomedi cleavonlittle genewilder harveykorman melbrooks melbrooks melbrooks
3089,40522,1948-11-24,Bicycle Thieves,Vittorio De Sica,rome italian ridingabicycl societi poster job thief search stolenbicycl madam unemploy realism lambertomaggiorani enzostaiola lianellacarell vittoriodesica vittoriodesica vittoriodesica
104760,2167202,2013-08-29,Getaway,Courtney Solomon,ethanhawke selenagomez jonvoight courtneysolomon courtneysolomon courtneysolomon
30850,379889,2004-09-03,The Merchant of Venice,Michael Radford,venic shakespear jew ship salesperson meat money suitor fallinginlov credit 16thcenturi alpacino jeremyirons josephfiennes michaelradford michaelradford michaelradford
661,116683,1996-04-12,James and the Giant Peach,Henry Selick,basedonnovel garden lossofpar magic aunt basedonchildren'sbook insect miriammargolyes joannalumley petepostlethwaite henryselick henryselick henryselick
5574,293662,2002-10-02,The Transporter,Louis Leterrier,carjourney transport auto humantraffick jasonstatham shuqi françoisberléand louisleterrier louisleterrier louisleterrier
3174,125664,1999-12-22,Man on the Moon,Miloš Forman,showbusi comedian wrestl jimcarrey courtneylove bobzmuda milošforman milošforman milošforman
4238,164334,2001-04-06,Along Came a Spider,Lee Tamahori,psycholog policeoper polic psychologist morganfreeman monicapotter michaelwincott leetamahori leetamahori leetamahori
2148,91223,1986-02-28,House,Steve Miner,vietnamwar hauntedhous author williamkatt georgewendt richardmoll steveminer steveminer steveminer
7373,167190,2004-04-02,Hellboy,Guillermo del Toro,blackmag fistfight cover-up superhero paranormalphenomena narrationfromgrav demon occult combatphotographi reanimatedcorps duringcreditssting ronperlman selmablair rupertevans guillermodeltoro guillermodeltoro guillermodeltoro
61323,887883,2008-09-05,Burn After Reading,Joel Coen,blackmail paranoia fitness-train plasticsurgeri autobiographi memori corps divorc gym disc expriest georgeclooney francesmcdormand bradpitt joelcoen joelcoen joelcoen
3105,99077,1990-12-19,Awakenings,Penny Marshall,coma basedonnovel miracl frustrat hope basedontruestori hospit medicalexperi ill womandirector comatos robertdeniro robinwilliams johnheard pennymarshall pennymarshall pennymarshall
162598,1860357,2016-09-29,Deepwater Horizon,Peter Berg,posttraumaticstressdisord sea basedontruestori rescu disast explos oilspil trap oilrig  gulfofmexico disastermovi bp markwahlberg kurtrussell johnmalkovich peterberg peterberg peterberg
7318,335345,2004-02-25,The Passion of the Christ,Mel Gibson,christian jewri romanempir jesuschrist suffer apostl lastsupp roman bibl mission tortur jimcaviezel maiamorgenstern monicabellucci melgibson melgibson melgibson
3438,100758,1990-03-30,Teenage Mutant Ninja Turtles,Steve Barron,skateboard martialart mutant pizzadeliveri ninja newyorkc judithhoag eliaskoteas joshpais stevebarron stevebarron stevebarron
2000,93409,1987-03-06,Lethal Weapon,Richard Donner,self-destruct losangel policedetect exsoldi buddycop lapd homicidedetect christma deathofwif reckless melgibson dannyglover garybusey richarddonner richarddonner richarddonner
3504,74958,1976-11-01,Network,Sidney Lumet,corrupt sex adulteri televis profit nuditi power tvrat murder corpor report co-work meet news fire network anchor structur rant fayedunaway williamholden peterfinch sidneylumet sidneylumet sidneylumet
160565,4094724,2016-06-29,The Purge: Election Year,James DeMonaco,dystopia sequel legalizedmurd elizabethmitchell frankgrillo mykeltiwilliamson jamesdemonaco jamesdemonaco jamesdemonaco
170775,3344694,2016-11-04,The Secret Scripture,Jim Sheridan,basedonnovel ireland 1920s 1930s rooneymara theojames vanessaredgrave jimsheridan jimsheridan jimsheridan
33493,121766,2005-05-17,Star Wars: Episode III - Revenge of the Sith,George Lucas,showdown deathstar vision cultfigur hatr dreamsequ expectantmoth spaceopera chancel childbirth galacticwar ewanmcgregor natalieportman haydenchristensen georgelucas georgelucas georgelucas
1772,118747,1998-02-05,Blues Brothers 2000,John Landis,prison blue half-broth orphanag band danaykroyd johngoodman joemorton johnlandis johnlandis johnlandis
94160,1401113,2010-02-09,Dante's Inferno: An Animated Epic,Victor Cook,crusad adultanim markhamill kevinmichaelrichardson grahammctavish victorcook victorcook victorcook
7360,363547,2004-03-19,Dawn of the Dead,Zack Snyder,refuge massmurd habor carjourney departmentstor blackout busrid pregnancyandbirth dyinganddeath bite toshootdead lorri munit basementgarag guard zombi dog car duringcreditssting sarahpolley vingrhames jakeweber zacksnyder zacksnyder zacksnyder
1682,120382,1998-06-04,The Truman Show,Peter Weir,claustrophobia hiddencamera dystopia realityshow makebeliev pretend jimcarrey lauralinney noahemmerich peterweir peterweir peterweir
423,109303,1994-07-01,Blown Away,Stephen Hopkins,terrorist boston firework orchestra anarchist concert comput reveng irish wed explos violenc roulettewheel capsizedship belfast bombplant headphon flashback bombattack blast humanbomb jeffbridges tommyleejones suzyamis stephenhopkins stephenhopkins stephenhopkins
2363,47034,1954-11-03,Godzilla,Ishirô Honda,japan japanes island shipwreck ship lizard giantlizard godzilla kaiju animalhorror akiratakarada momokokôchi akihikohirata ishirôhonda ishirôhonda ishirôhonda
1515,120461,1997-04-25,Volcano,Mick Jackson,subway lava volcano volcanologist losangel tommyleejones anneheche gabyhoffmann mickjackson mickjackson mickjackson
126575,1945084,2015-01-23,Everly,Joe Lynch,assassin mobboss salmahayek hiroyukiwatanabe jenniferblanc joelynch joelynch joelynch
148626,1596363,2015-12-11,The Big Short,Adam McKay,bank fraud biographi wallstreet financ basedontruestori animatedsequ breakingthefourthwal loan financialcrisi realest mortgag christianbale stevecarell ryangosling adammckay adammckay adammckay
50149,308353,2006-09-14,Happily N'Ever After,Yvette Kaplan,dwarv cinderella wolf badmother-in-law princ fairytal littleredridinghood stepmoth wizardri princess sleepingbeauti rumpelstilzchen goodandbad intern womandirector georgecarlin andydick sarahmichellegellar yvettekaplan yvettekaplan yvettekaplan
4844,219965,2001-10-12,Bandits,Barry Levinson,prison brucewillis billybobthornton cateblanchett barrylevinson barrylevinson barrylevinson
99750,1491044,2012-09-01,The Iceman,Ariel Vromen,newjersey restaur hitman van arrest psychopath basedontruestori jail serialmurd stab crimefamili bomb icecreamman  drugdeal contractkil crimesynd poison michaelshannon winonaryder rayliotta arielvromen arielvromen arielvromen
89774,1291584,2011-09-09,Warrior,Gavin O'Connor,bank train beat mixedmartialart teacher muscleman combat alcohol gym exercis tomhardy jennifermorrison nicknolte gavino'connor gavino'connor gavino'connor
59900,960144,2008-06-05,You Don't Mess with the Zohan,Dennis Dugan,newyork israel middleeast hairdress ladykil mossad isra palestinian heart-throb middleeastconflict hairstyl hackysack adamsandler johnturturro emmanuellechriqui dennisdugan dennisdugan dennisdugan
94018,1440129,2012-04-11,Battleship,Peter Berg,fight u.s.navi mindread hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommun taser buoy communicationsexpert jointchiefsofstaff crashland jetfighterpilot navylieuten permissiontomarri ussjohnpauljon basedongam aftercreditssting mightymo ussmissouri taylorkitsch alexanderskarsgård rihanna peterberg peterberg peterberg
7367,335245,2004-03-25,The Ladykillers,Joel Coen,churchchoir hidingplac garbag duringcreditssting tomhanks irmap.hall marlonwayans joelcoen joelcoen joelcoen
494,116253,1996-03-15,Executive Decision,Stuart Baird,bomb ransom hostag airplan hijack terrorcel specialunit decept rescu covertoper disast shootout terror explos violenc surveil nightvisiongoggl flightattend intelligenceag flashback handtohandcombat nervega kurtrussell stevenseagal halleberry stuartbaird stuartbaird stuartbaird
91323,1366344,2011-12-09,The Sitter,David Gordon Green,babysitt duringcreditssting samrockwell jonahhill maxrecords davidgordongreen davidgordongreen davidgordongreen
45720,458352,2006-06-30,The Devil Wears Prada,David Frankel,pari journalist journal worldoffas fashionjourn assist jobentr jobinterview editor-in-chief merylstreep annehathaway emilyblunt davidfrankel davidfrankel davidfrankel
44972,362120,2006-04-13,Scary Movie 4,David Zucker,hauntedhous alienlife-form riesen-ipod annafaris reginahall craigbierko davidzucker davidzucker davidzucker
7448,326856,2004-04-30,Envy,Barry Levinson,jealousi inventor neighbor bestfriend milliionair dog envi goldenegg benstiller jackblack rachelweisz barrylevinson barrylevinson barrylevinson
55729,388182,2007-01-24,King of California,Mike Cahill,robberi treasur cello daughter father insan treasurehunt ideal singlefath fatherfigur michaeldouglas evanrachelwood willisburksii mikecahill mikecahill mikecahill
33085,384806,2005-04-15,The Amityville Horror,Andrew Douglas,holywat longisland remak familydinn paranorm violenc woodchop backward torturedtodeath movingin basedonsupposedlytruestori ryanreynolds melissageorge jessejames andrewdouglas andrewdouglas andrewdouglas
164981,3640424,2016-11-17,Allied,Robert Zemeckis,spi worldwarii nazi french love northafrica 1940s frenchwoman bradpitt marioncotillard jaredharris robertzemeckis robertzemeckis robertzemeckis
7346,265208,2004-04-09,The Girl Next Door,Luke Greenfield,pornactor pornographicvideo highschool schoolparti blond girlnextdoor emilehirsch elishacuthbert timothyolyphant lukegreenfield lukegreenfield lukegreenfield
80489,840361,2010-09-15,The Town,Ben Affleck,basedonnovel moneylaund ambul boston massachusett bankmanag drugdeal florist flowershop hold-uprobberi volunt stolenmoney friend carsetonfir bostongarden policechas bestfriend fenwaypark benaffleck rebeccahall jeremyrenner benaffleck benaffleck benaffleck
113062,3186318,2014-06-13,Hellion,Kat Candler,womandirector aaronpaul juliettelewis joshwiggins katcandler katcandler katcandler
6564,325703,2003-07-21,Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,riddl treasur medallion kenia alexanderthegreat pandora'sbox chinesemafia treasurehunt hongkong archaeologist basedonvideogam archeology  angelinajolie gerardbutler noahtaylor jandebont jandebont jandebont
1840,124718,1998-05-01,He Got Game,Spike Lee,prison fathersonrelationship homicid begnadigung releasefromprison forgiv colleg basketbal independentfilm denzelwashington rayallen millajovovich spikelee spikelee spikelee
5463,253556,2002-07-12,Reign of Fire,Rob Bowman,dragon evolut firechief animatedmap theatreaudi dragonslay tunnelconstruct firerepel drill iodin christianbale matthewmcconaughey izabellascorupco robbowman robbowman robbowman
59022,481536,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,Jon Hurwitz,terrorist aftercreditssting duringcreditssting johncho kalpenn neilpatrickharris jonhurwitz jonhurwitz jonhurwitz
2791,80339,1980-07-02,Airplane!,Jim Abrahams,chicago alcohol cataclysm guitar medicin taxidriv passeng saxophon stewardess pilot airplan fearoffli aircontrol land autopilot kiss spoof losangel alcoholabus aftercreditssting anarchiccomedi roberthays juliehagerty kareemabdul-jabbar jimabrahams jimabrahams jimabrahams
4569,106393,1993-01-01,Best of the Best 2,Robert Radler,ericroberts philliprhee chrispenn robertradler robertradler robertradler
159690,3949660,2016-06-01,Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,brotherbrotherrelationship turtl sequel basedoncom ninja rat meganfox stephenamell willarnett davegreen davegreen davegreen
2012,99088,1990-05-25,Back to the Future Part III,Robert Zemeckis,railroadrobb california delorean indianterritori sportscar inventor locomot saloon horsebackrid timetravel outlaw sequel madscientist nativeamerican western shootout gunfight train wildwest cavalri michaelj.fox christopherlloyd marysteenburgen robertzemeckis robertzemeckis robertzemeckis
8937,390022,2004-10-08,Friday Night Lights,Peter Berg,sex americanfootbal basedonnovel texa career season comeback sport highschool coach parti true racism teenag team drunk injuri quarterback panther billybobthornton lucasblack garretthedlund peterberg peterberg peterberg
57393,399095,2007-01-23,Trade,Marco Kreuzpaintner,usa sex brothersisterrelationship mexicoc border support insurancesalesman punter brother unitedstates–mexicobarri sister humantraffick rescu independentfilm crimin kevinkline cesarramos paulinagaitán marcokreuzpaintner marcokreuzpaintner marcokreuzpaintner
7046,94332,1987-06-12,The Witches of Eastwick,George Miller,witch newengland jacknicholson cher susansarandon georgemiller georgemiller georgemiller
4465,94608,1988-10-14,The Accused,Jonathan Kaplan,alcohol rape bar boston cloth kellymcgillis jodiefoster berniecoulson jonathankaplan jonathankaplan jonathankaplan
1881,120800,1998-05-15,Quest for Camelot,Frederik Du Chau,jessalyngilsig caryelwes garyoldman frederikduchau frederikduchau frederikduchau
8815,204313,2004-08-20,Exorcist: The Beginning,Renny Harlin,secret obsess exorc remak priest goodvsevil pagan devil archaeologist demonicpossess relic crisisoffaith archaeologicaldig stellanskarsgård izabellascorupco jamesd'arcy rennyharlin rennyharlin rennyharlin
2315,144120,1998-10-16,Bride of Chucky,Ronny Yu,route66 puppet evildol killerdol killertoy toycomestolif chucki edgale jennifertilly braddourif ronnyyu ronnyyu ronnyyu
499,107613,1993-10-15,Mr. Wonderful,Anthony Minghella,professor friendship unfaith bowlingalley alimoni mattdillon annabellasciorra mary-louiseparker anthonyminghella anthonyminghella anthonyminghella
1967,91369,1986-06-27,Labyrinth,Jim Henson,maze castl puppet surreal labyrinth fantasyworld goblin davidbowie jenniferconnelly tobyfroud jimhenson jimhenson jimhenson
79796,1020558,2010-02-15,Centurion,Neil Marshall,romanempir ancientrom ancientworld violenc britain behindenemylin solesurvivor michaelfassbender olgakurylenko davidmorrissey neilmarshall neilmarshall neilmarshall
7307,89153,1985-08-30,Flesh + Blood,Paul Verhoeven,rape sex kidnap nuditi mercenari princ castl swordfight betray priest soldier fallinginlov battl mediev nobil blackdeath statu sciencevssuperstit rutgerhauer jenniferjasonleigh tomburlinson paulverhoeven paulverhoeven paulverhoeven
65802,1114740,2009-01-15,Paul Blart: Mall Cop,Steve Carr,securityguard duringcreditssting kevinjames keiro'donnell jaymamays stevecarr stevecarr stevecarr
114494,3042408,2014-09-25,Who Am I,Baran bo Odar,hacker comput bka bnd tomschilling elyasm’barek trinedyrholm baranboodar baranboodar baranboodar
5872,246460,2002-11-17,Die Another Day,Lee Tamahori,laser britishsecretservic secretserviceag spacebasedweapon piercebrosnan halleberry rosamundpike leetamahori leetamahori leetamahori
7254,289879,2004-01-22,The Butterfly Effect,Eric Bress,amnesia chaostheori blackout timetravel flashback ashtonkutcher melorawalters amysmart ericbress ericbress ericbress
61729,995039,2008-09-19,Ghost Town,David Koepp,dyinganddeath misanthrop lectur cardiopulmoneryresuscit rickygervais gregkinnear téaleoni davidkoepp davidkoepp davidkoepp
2080,48280,1955-06-16,Lady and the Tramp,Hamilton Luske,cat spaghetti lover(female) loveofone'slif kiss anim dog peggylee barbaraluddy larryroberts hamiltonluske hamiltonluske hamiltonluske
62155,981227,2008-10-03,Nick and Norah's Infinite Playlist,Peter Sollett,concert teenag onenight basedonyoungadultnovel secretloc michaelcera katdennings aaronyoo petersollett petersollett petersollett
1265,107048,1993-02-11,Groundhog Day,Harold Ramis,dejavu groundhog weatherforecast telecast pennsylvania alarmclock winter timewarp timeloop cultfilm existenti groundhogday billmurray andiemacdowell chriselliott haroldramis haroldramis haroldramis
81591,947798,2010-12-02,Black Swan,Darren Aronofsky,danc competit sex dancer obsess paranoia insan suspens ballet newyorkc heartbreak mentalil mad swanlak ballerina bodyhorror natalieportman milakunis vincentcassel darrenaronofsky darrenaronofsky darrenaronofsky
3248,108147,1993-12-09,Sister Act 2: Back in the Habit,Bill Duke,music monasteri whoopigoldberg kathynajimy jamescoburn billduke billduke billduke
69644,1080016,2009-06-29,Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,iceag bridg insan jungl dinosaur birth duringcreditssting 3d rayromano johnleguizamo denisleary carlossaldanha carlossaldanha carlossaldanha
6977,102526,1991-03-08,New Jack City,Mario Van Peebles,drugdeal undercoverag ganglead crack cop wesleysnipes ice-t allenpayne mariovanpeebles mariovanpeebles mariovanpeebles
2353,120660,1998-11-20,Enemy of the State,Tony Scott,corrupt washingtond.c. helicopt falselyaccus ident mexicanstandoff blackmail intellig wiretap satellit nationalsecurityagency(nsa) polit explodingbuild suspens mysteri mafia conspiraci lawyer crime privaci surveil baltimoremaryland secrethideout willsmith genehackman jonvoight tonyscott tonyscott tonyscott
140928,2446980,2015-12-24,Joy,David O. Russell,factori inventor strongwoman biographi basedontruestori stolenpat jenniferlawrence bradleycooper robertdeniro davido.russell davido.russell davido.russell
141860,2503954,2015-03-15,Broken Horses,Vidhu Vinod Chopra,maríavalverde vincentd'onofrio thomasjane vidhuvinodchopra vidhuvinodchopra vidhuvinodchopra
3430,71402,1974-07-24,Death Wish,Michael Winner,newyork taxi fight architect polic vigilant charlesbronson hopelange vincentgardenia michaelwinner michaelwinner michaelwinner
415,106292,1993-07-22,Another Stakeout,John Badham,staatsanwältin cop gangster stakeout policestakeout richarddreyfuss emilioestevez rosieo'donnell johnbadham johnbadham johnbadham
2124,101272,1991-11-22,The Addams Family,Barry Sonnenfeld,deadwish vampir blackhumor uncl eccentr werewolf macabr loanshark account raúljuliá anjelicahuston christopherlloyd barrysonnenfeld barrysonnenfeld barrysonnenfeld
2036,109287,1994-02-11,Blank Check,Rupert Wainwright,brianbonsall karenduffy jamesrebhorn rupertwainwright rupertwainwright rupertwainwright
143209,4180514,2015-10-06,Tremors 5: Bloodlines,Don Michael Paul,africa monster sequel creatur graboid michaelgross jamiekennedy pearlthusi donmichaelpaul donmichaelpaul donmichaelpaul
107565,2987732,2013-11-07,Fuck You Goethe,Bora Dağtekin,teacher school elyasm’barek karolineherfurth katjariemann boradağtekin boradağtekin boradağtekin
2916,100802,1990-06-01,Total Recall,Paul Verhoeven,oxygen falselyaccus resist mar doublelif telepathi mutant hologram spacecoloni falseident secretag dystopia cyberpunk falsememori implantedmemori arnoldschwarzenegger sharonstone rachelticotin paulverhoeven paulverhoeven paulverhoeven
30803,423866,2004-10-15,3-Iron,Kim Ki-duk,lovetriangl prison jealousi wifehusbandrelationship burglar loveofone'slif violenthusband golf mannequin seoul leeseung-yeon jaehee kwonhyuk-ho kimki-duk kimki-duk kimki-duk
32031,358082,2005-03-10,Robots,Chris Wedge,inventor businessman robot dishonesti robinwilliams ewanmcgregor halleberry chriswedge chriswedge chriswedge
152976,2271563,2015-09-16,Forsaken,Jon Cassar,demimoore kiefersutherland donaldsutherland joncassar joncassar joncassar
143444,2056771,2015-11-26,A Bigger Splash,Luca Guadagnino,itali fish rockstar vacat rockconcert tildaswinton matthiasschoenaerts ralphfiennes lucaguadagnino lucaguadagnino lucaguadagnino
114265,2034031,2014-09-25,Laggies,Lynn Shelton,friendship comingofag motherdaughterrelationship femaleprotagonist fatherdaughterrelationship mumblecor womandirector youngwomen keiraknightley chloëgracemoretz samrockwell lynnshelton lynnshelton lynnshelton
5014,277027,2001-12-28,I Am Sam,Jessie Nelson,fosterpar probono newbabi socialservic learn coffeeshopmanag pizzahut children'sbook lockeddoor mentallyhandicappedman childcustodi womandirector seanpenn michellepfeiffer diannewiest jessienelson jessienelson jessienelson
67087,1155056,2009-03-20,"I Love You, Man",John Hamburg,poker bondag duringcreditssting paulrudd jasonsegel rashidajones johnhamburg johnhamburg johnhamburg
169164,2062700,2017-03-17,Song to Song,Terrence Malick,song michaelfassbender ryangosling rooneymara terrencemalick terrencemalick terrencemalick
53464,486576,2007-06-13,Fantastic 4: Rise of the Silver Surfer,Tim Story,fire helicopt surfboard mask satellit airplan transform forest resurrect marvelcom sequel superhero basedoncom outerspac wed explos scientist interrog doublecross fantasticfour militari earthinperil superhumanstrength duringcreditssting invis silversurf forcefield elast absorbingpow ioangruffudd jessicaalba chrisevans timstory timstory timstory
37729,121164,2005-09-09,Corpse Bride,Tim Burton,shyness england cheat oldtown grave skeleton music marriag weddingr stopmot anim money wed corps weddingceremoni parent darkfantasi european ring piano johnnydepp helenabonhamcarter emilywatson timburton timburton timburton
72356,1425244,2009-05-28,Partly Cloudy,Peter Sohn,americanfootbal babi cloud allig eel bone helmet dog stork thunder porcupin child short pixaranim tonyfucile loririchardson petersohn petersohn petersohn
45062,443632,2006-04-19,The Sentinel,Clark Johnson,usapresid agent michaeldouglas kiefersutherland evalongoria clarkjohnson clarkjohnson clarkjohnson
59107,815178,2007-09-08,The Life Before Her Eyes,Vadim Perelman,suspens umathurman evanrachelwood evaamurrimartino vadimperelman vadimperelman vadimperelman
3742,15648,1925-12-24,Battleship Potemkin,Sergei M. Eisenstein,staircas russianrevolution1905 odessa babycarriag panic violenc rage sailor silentfilm revolt imperialrussia insubordin portciti aleksandrantonov vladimirbarsky grigorialeksandrov sergeim.eisenstein sergeim.eisenstein sergeim.eisenstein
88932,1622979,2011-08-12,Final Destination 5,Steven Quale,premonit deathbyaccid crash endisher duringcreditssting 3d emmabell nicholasd'agosto milesfisher stevenquale stevenquale stevenquale
174711,5539054,2017-06-19,You Get Me,Brent Bonacorso,bellathorne halstonsage taylorjohnsmith brentbonacorso brentbonacorso brentbonacorso
3404,46435,1953-04-11,Titanic,Jean Negulesco,titan cliftonwebb barbarastanwyck robertwagner jeannegulesco jeannegulesco jeannegulesco
7361,338013,2004-03-19,Eternal Sunshine of the Spotless Mind,Michel Gondry,dejavu regret jealousi amnesia dream oper relationshipproblem love memori brainwash relationship heartbreak nonlineartimelin lovestori bittersweet jimcarrey katewinslet kirstendunst michelgondry michelgondry michelgondry
109673,1253863,2014-03-05,300: Rise of an Empire,Noam Murro,basedongraphicnovel ancientgreec duringcreditssting seabattl handtohandcombat minion navalwarfar 3d sullivanstapleton evagreen lenaheadey noammurro noammurro noammurro
96252,1954299,2012-02-09,I Am Bruce Lee,Pete McCormack,malenud biographi martialartsmast martialartist brucelee lindaleecadwell shannonlee petemccormack petemccormack petemccormack
108318,1540741,2013-02-09,A Single Shot,David M. Rosenthal,basedonnovel hunt samrockwell williamh.macy jeffreywright davidm.rosenthal davidm.rosenthal davidm.rosenthal
114459,2238050,2014-08-14,White Bird in a Blizzard,Gregg Araki,sex basedonnovel mysteri disappear missingperson teenagesexu shailenewoodley evagreen christophermeloni greggaraki greggaraki greggaraki
3598,171359,2000-05-12,Hamlet,Michael Almereyda,shakespear lossoflov lossoffath fathermurd father independentfilm hamlet ethanhawke kylemaclachlan dianevenora michaelalmereyda michaelalmereyda michaelalmereyda
140475,106689,1993-04-14,Death Train,David Jackson,general mercenari train scientist soviet russianscientist deathtrain piercebrosnan patrickstewart alexandrapaul davidjackson davidjackson davidjackson
1653,119177,1997-09-07,Gattaca,Andrew Niccol,parapleg suicideattempt cheat dna spaceman newident heartdiseas falseident bloodsampl biotechnolog spacemiss dystopia investig genet hostil exercis eugen dystopicfutur ethanhawke judelaw gorevidal andrewniccol andrewniccol andrewniccol
90809,1847731,2011-04-20,Tomboy,Céline Sciamma,sexualident gayinterest transgend genderrol lgbtchild firstcrush sexualconfus expectantmoth genderdysphoria puppylov glbtissu womandirector zoéhéran malonnlévana jeannedisson célinesciamma célinesciamma célinesciamma
152061,1712261,2016-02-19,Triple 9,John Hillcoat,heist betray dirtycop caseyaffleck chiwetelejiofor woodyharrelson johnhillcoat johnhillcoat johnhillcoat
152061,1712261,2016-02-19,Triple 9,John Hillcoat,heist betray dirtycop caseyaffleck chiwetelejiofor woodyharrelson johnhillcoat johnhillcoat johnhillcoat
1012,50798,1957-12-25,Old Yeller,Robert Stevenson,ranch dog cattl boyanddog cattleranch 19thcenturi dorothymcguire fessparker tommykirk robertstevenson robertstevenson robertstevenson
100579,1659343,2012-10-04,Universal Soldier: Day of Reckoning,John Hyams,gore extremeviol extremeblood slowmotionactionscen ultraslowmot gruesom bloodyspray  jean-claudevandamme scottadkins dolphlundgren johnhyams johnhyams johnhyams
